,Release Date,Movie,Genre,ProductionBudget,BoxOffice
346,1995-05-12,the perez family,comedy,11000000,2669359
359,2010-04-16,the perfect game,drama,12500000,1089445
363,2011-07-01,the perfect host,thriller/suspense,1000000,48764
367,2005-06-17,the perfect man,romantic comedy,10000000,16247775
368,2016-03-11,the perfect match,romantic comedy,5000000,4601329
376,2000-06-30,the perfect storm,drama,120000000,182618434
389,2012-09-21,the perks of being a wallflower,drama,13000000,17742948
463,1996-06-07,the phantom,action,45000000,17220599
460,2004-12-22,the phantom of the opera,musical,55000000,51225796
503,2002-12-27,the pianist,drama,35000000,32519322
506,1993-11-12,the piano,drama,7000000,38513715
542,2008-08-06,the pineapple express,comedy,26000000,87341380
556,2006-02-10,the pink panther,comedy,80000000,82226474
590,2008-01-11,the pirates who dont do anything: a veggietales movie,comedy,15000000,12727025
581,2012-04-27,the pirates! band of misfits,adventure,55000000,31051126
616,2013-03-29,the place beyond the pines,drama,15000000,21403519
663,1992-04-10,the player,black comedy,8000000,21706101
665,1998-04-08,the players club,drama,5000000,23031390
682,2001-01-19,the pledge,drama,45000000,19719930
738,2004-11-10,the polar express,adventure,170000000,194949659
830,2012-08-31,the possession,horror,14000000,49130588
846,1997-12-25,the postman,action,80000000,17593391
843,1981-03-20,the postman always rings twice,drama,12000000,12200000
876,2002-07-03,the powerpuff girls,adventure,25000000,11411644
928,2006-10-20,the prestige,thriller/suspense,40000000,53089891
981,2004-04-02,the prince & me,romantic comedy,30000000,28165882
988,1998-12-18,the prince of egypt,adventure,60000000,101217900
995,1991-12-25,the prince of tides,drama,30000000,74787599
1000,1995-08-25,the princess and the cobbler,adventure,24000000,635381
1001,2009-11-25,the princess and the frog,adventure,105000000,104400899
1005,1987-09-25,the princess bride,adventure,15000000,30857000
1008,2001-08-03,the princess diaries,comedy,30000000,108244774
1007,2004-08-11,the princess diaries 2: royal engagement,romantic comedy,45000000,95149435
1021,1979-05-25,the prisoner of zenda,comedy,12500000,7000000
1054,2005-12-16,the producers: the movie musical,musical,45000000,19398532
1100,2009-06-19,the proposal,romantic comedy,40000000,163958031
1102,2006-05-05,the proposition,drama,20000000,1903434
1142,2006-06-02,the puffy chair,comedy,15000,194523
1164,2004-04-16,the punisher,action,33000000,33571379
1188,2013-06-07,the purge,thriller/suspense,3000000,64473115
1187,2014-07-18,the purge: anarchy,thriller/suspense,9000000,71562550
1197,1981-11-13,the pursuit of db cooper,adventure,12000000,2104164
1199,2006-12-15,the pursuit of happyness,drama,55000000,162586036
50,2006-09-30,the queen,drama,15000000,56441711
60,1995-02-10,the quick and the dead,western,32000000,18543650
70,2006-08-25,the quiet,drama,900000,381420
65,2002-11-22,the quiet american,drama,20000000,12987647
63,1999-03-12,the rage: carrie 2,horror,21000000,17757087
79,2014-04-11,the railway man,drama,18000000,4438438
89,1997-11-21,the rainmaker,drama,40000000,45856732
167,2012-04-27,the raven,thriller/suspense,26000000,16008272
185,2008-12-10,the reader,drama,32500000,34194407
192,2003-04-25,the real cancun,documentary,4000000,3816594
207,2007-04-05,the reaping,horror,40000000,25126214
279,2010-02-05,the red riding trilogy: 1974,drama,9000000,148826
352,1997-01-10,the relic,horror,60000000,33927476
356,1993-11-05,the remains of the day,drama,15000000,22954968
390,1998-02-06,the replacement killers,action,30000000,18967571
391,2000-08-11,the replacements,comedy,50000000,44737059
460,2004-02-06,the return,drama,15000000,501752
456,1985-08-16,the return of the living dead,horror,4000000,14237880
458,1975-05-16,the return of the pink panther,comedy,5000000,41833347
491,2015-12-25,the revenant,adventure,135000000,179392098
581,1983-10-21,the right stuff,action,27000000,21192102
588,2002-10-18,the ring,horror,48000000,129094024
590,2005-03-18,the ring two,horror,50000000,75941727
612,2008-08-14,the rise and fall of miss thang,drama,10000,401
634,2011-01-28,the rite,horror,37000000,33047633
659,1994-09-30,the river wild,action,45000000,46451705
2,2003-01-31,the rm,comedy,500000,1111615
677,2009-11-25,the road,drama,25000000,8114270
679,2000-03-31,the road to el dorado,adventure,95000000,50802661
689,2002-07-12,the road to perdition,drama,80000000,104054514
755,1996-06-07,the rock,action,75000000,133955936
761,2008-08-20,the rocker,comedy,15000000,6409528
780,1975-09-26,the rocky horror picture show,musical,1200000,140241017
852,2002-03-29,the rookie,drama,22000000,75600072
861,2011-02-04,the roommate,thriller/suspense,16000000,37300107
872,1979-11-07,the rose,drama,8500000,29200000
916,2001-12-14,the royal tenenbaums,black comedy,28000000,52353636
950,1998-11-20,the rugrats movie,adventure,28000000,100491683
951,2008-04-04,the ruins,horror,25000000,17432844
953,2002-10-11,the rules of attraction,black comedy,4000000,6525762
980,2010-03-19,the runaways,drama,9500000,3573673
981,2003-09-26,the rundown,action,85000000,47641743
992,1987-11-13,the running man,action,30000000,37743350
61,1997-04-04,the saint,action,90000000,61355436
77,2007-05-11,the salon,comedy,1500000,139084
85,2002-04-26,the salton sea,thriller/suspense,18000000,676698
162,1994-11-11,the santa clause,comedy,22000000,144700007
159,2002-11-01,the santa clause 2,comedy,65000000,139225854
215,2007-11-28,the savages,drama,9000000,6610326
270,1995-10-13,the scarlet letter,drama,50000000,10359006
335,2001-07-13,the score,thriller/suspense,68000000,71069884
341,2002-04-19,the scorpion king,action,60000000,90580000
438,2008-10-17,the secret life of bees,drama,11000000,37770162
441,2013-12-25,the secret life of walter mitty,comedy,91000000,58236838
447,2010-03-05,the secret of kells,adventure,8000000,690290
540,2006-04-21,the sentinel,thriller/suspense,60000000,36280697
586,2012-10-19,the sessions,drama,1000000,6002451
671,1994-07-01,the shadow,action,40000000,31835600
689,2006-03-10,the shaggy dog,comedy,60000000,61123569
752,1994-09-23,the shawshank redemption,drama,25000000,28233104
824,1980-05-23,the shining,horror,19000000,44017374
827,2001-12-25,the shipping news,drama,35000000,11405825
953,2001-11-21,the sidewalks of new york,comedy,1000000,2402459
957,1998-11-06,the siege,action,70000000,40932372
963,2008-02-22,the signal,horror,50000,251150
977,1991-02-14,the silence of the lambs,thriller/suspense,20000000,124507594
1031,2007-07-27,the simpsons movie,comedy,72500000,183135014
1062,2003-10-24,the singing detective,comedy,8000000,336456
1071,2002-02-01,the singles ward,comedy,500000,1250798
1093,2015-04-10,the sisterhood of night,drama,1000000,6870
1095,2005-06-01,the sisterhood of the traveling pants,drama,25000000,39008741
1094,2008-08-06,the sisterhood of the traveling pants 2,adventure,27000000,44089964
1103,2011-12-09,the sitter,comedy,25000000,30542576
1124,1999-08-06,the sixth sense,thriller/suspense,40000000,293506292
1132,2005-08-12,the skeleton key,horror,40000000,47806295
1134,2014-09-12,the skeleton twins,drama,1000000,5284309
1153,2000-03-31,the skulls,thriller/suspense,15000000,35007180
1206,2014-11-21,the sleepwalker,drama,1100000,2636
1287,2011-07-29,the smurfs,adventure,110000000,142614158
1284,2013-07-31,the smurfs 2,adventure,110000000,71017784
1352,2010-10-01,the social network,drama,40000000,96962694
1383,2009-04-24,the soloist,drama,60000000,31720158
1451,2011-11-04,the son of no one,drama,15000000,30680
1488,2010-07-14,the sorcerers apprentice,adventure,160000000,63150991
1526,1965-04-01,the sound of music,musical,8200000,163214286
1575,1998-04-03,the spanish prisoner,drama,100000000,10162034
1595,1994-10-07,the specialist,action,45000000,57344996
1601,2013-08-02,the spectacular now,comedy,2500000,6852971
1632,2008-02-14,the spiderwick chronicles,adventure,92500000,71195053
1650,2008-12-25,the spirit,action,60000000,19806188
1669,2015-02-06,the spongebob movie: sponge out of water,comedy,74000000,162994032
1701,2010-01-15,the spy next door,comedy,28000000,24307106
1703,1977-07-13,the spy who loved me,action,14000000,46800000
1709,2010-04-09,the square,thriller/suspense,1900000,406216
1716,2005-10-05,the squid and the whale,drama,1500000,7372734
1840,2003-12-12,the statement,thriller/suspense,27000000,765637
1845,2003-10-03,the station agent,drama,500000,5739376
1909,2009-10-16,the stepfather,thriller/suspense,20000000,29062561
1911,2004-06-11,the stepford wives,comedy,100000000,59475623
1956,1973-12-25,the sting,comedy,5500000,159616327
2016,1999-10-15,the story of us,romantic comedy,50000000,27100030
2028,1999-10-15,the straight story,drama,10000000,6197866
2060,2008-05-30,the strangers,thriller/suspense,9000000,52597610
2211,2002-05-31,the sum of all fears,action,68000000,118471320
2386,2013-03-01,the sweeney,action,4500000,26345
2395,1997-10-10,the sweet hereafter,drama,5000000,4306697
2407,2002-04-12,the sweetest thing,romantic comedy,43000000,24430272
2427,1998-12-25,the swindle,comedy,10000000,245359
2441,2010-08-20,the switch,romantic comedy,19000000,27758465
61,2009-06-12,the taking of pelham 123,action,110000000,65452312
67,2008-12-19,the tale of despereaux,adventure,60000000,50877145
76,1999-12-24,the talented mr ripley,drama,40000000,81292135
232,2010-12-10,the tempest,drama,20000000,277943
250,2007-08-03,the ten,comedy,5250000,769726
247,2007-10-19,the ten commandments,adventure,10000000,952820
246,1956-10-05,the ten commandments,drama,13500000,80000000
276,2004-06-18,the terminal,drama,75000000,77073959
285,1984-10-26,the terminator,action,6400000,36953296
329,2003-10-17,the texas chainsaw massacre,horror,9000000,80390022
328,1974-10-18,the texas chainsaw massacre,horror,140000,26572439
326,1986-08-22,the texas chainsaw massacre 2,horror,4700000,8025872
330,2006-10-06,the texas chainsaw massacre: the beginning,horror,16000000,39517763
387,2014-11-07,the theory of everything,drama,15000000,35893537
432,1998-12-23,the thin red line,drama,52000000,36385763
436,2011-10-14,the thing,horror,38000000,16928670
457,1999-05-28,the thirteenth floor,thriller/suspense,16000000,11810854
510,1999-08-06,the thomas crown affair,drama,48000000,69304264
559,2011-10-21,the three musketeers,adventure,90000000,20374484
569,2012-04-13,the three stooges,comedy,30000000,44338224
636,2000-02-11,the tigger movie,adventure,20000000,45542421
665,2002-03-08,the time machine,adventure,80000000,56684819
676,2009-08-14,the time travelers wife,drama,39000000,63414846
733,2013-07-26,the to do list,comedy,1500000,3491669
825,2010-01-22,the tooth fairy,comedy,48000000,60022256
895,2010-12-10,the tourist,thriller/suspense,100000000,67631157
915,2010-09-17,the town,drama,37000000,92186262
986,2002-10-11,the transporter,action,21000000,25296447
983,2005-09-02,the transporter 2,action,32000000,43095600
985,2015-09-04,the transporter refueled,action,22000000,16029670
1019,2011-05-27,the tree of life,drama,35000000,13305665
1046,2007-06-15,the trials of darryl hunt,documentary,200000,1217
1118,1955-10-03,the trouble with harry,thriller/suspense,1200000,7000000
1157,1998-06-05,the truman show,drama,60000000,125466701
1240,2002-09-27,the tuxedo,action,60000000,50586000
1267,2011-11-18,the twilight saga: breaking dawn part 1,drama,127500000,281287133
1268,2012-11-16,the twilight saga: breaking dawn part 2,drama,136200000,292324737
1269,2010-06-30,the twilight saga: eclipse,drama,68000000,300531751
1270,2009-11-20,the twilight saga: new moon,drama,50000000,296623634
25,2009-07-24,the ugly truth,romantic comedy,38000000,88915214
34,2007-03-09,the ultimate gift,drama,9000000,3438735
71,2009-01-09,the unborn,horror,16000000,42670410
309,1987-06-03,the untouchables,action,25000000,75729280
332,2005-03-11,the upside of anger,drama,12000000,18761993
355,1995-08-16,the usual suspects,drama,6000000,23272306
84,2015-07-24,the vatican tapes,horror,13000000,1784763
117,1982-12-08,the verdict,drama,16000000,53977250
200,2004-07-30,the village,thriller/suspense,71682975,114197520
222,2000-04-21,the virgin suicides,black comedy,6000000,4859475
226,2010-09-24,the virginity hit,comedy,2000000,636706
246,2015-09-11,the visit,thriller/suspense,5000000,65112020
249,2008-04-11,the visitor,comedy,4000000,9427026
298,2012-02-10,the vow,drama,30000000,125014030
9,2008-07-03,the wackness,comedy,6000000,2077046
68,2015-09-30,the walk,drama,35000000,10137502
193,2010-12-03,the warriors way,western,42000000,5666340
200,2001-11-14,the wash,comedy,4000000,10097096
178,2012-07-27,the watch,comedy,55000000,34353000
210,2000-09-08,the watcher,thriller/suspense,33000000,28946615
219,2015-04-24,the water diviner,drama,22500000,4200117
226,1998-11-06,the waterboy,comedy,23000000,161487252
241,2000-09-08,the way of the gun,action,9000000,6047856
246,2013-07-05,the way way back,comedy,5000000,21502690
288,2005-10-28,the weather man,drama,20000000,12482775
296,2005-07-15,the wedding crashers,comedy,40000000,209218368
297,2005-02-04,the wedding date,romantic comedy,15000000,31585300
303,2001-01-26,the wedding planner,romantic comedy,28000000,60400856
353,2007-05-18,the wendell baker story,comedy,8000000,127188
521,2005-12-21,the white countess,drama,16000000,1666262
575,2000-02-18,the whole nine yards,comedy,24000000,57262492
576,2004-04-09,the whole ten yards,comedy,30000000,16323969
604,1983-10-28,the wicked lady,drama,8000000,589308
614,2001-03-02,the widow of st pierre,drama,13000000,3058380
661,2006-04-14,the wild,adventure,80000000,37384046
634,1969-06-18,the wild bunch,western,6000000,509424
664,2002-12-20,the wild thornberrys movie,adventure,25000000,39882925
711,2007-03-16,the wind that shakes the barley,drama,8300000,1829142
780,2016-02-19,the witch,horror,3500000,22914150
809,1978-10-24,the wiz,musical,24000000,13000000
810,1939-08-25,the wizard of oz,musical,2777000,33711566
830,2013-12-25,the wolf of wall street,black comedy,100000000,116900694
828,2010-02-12,the wolfman,horror,150000000,61979680
838,2013-07-26,the wolverine,action,115000000,132556852
846,2012-02-03,the woman in black,thriller/suspense,15000000,54333290
866,2008-09-12,the women,comedy,16000000,26902075
889,1999-07-16,the wood,comedy,6000000,25059640
900,2014-03-14,the word,drama,200000,3648
906,2012-09-07,the words,drama,6000000,11494838
908,2004-11-24,the work and the glory,drama,7500000,3347439
909,2005-10-21,the work and the glory: american zion,drama,6500000,2024854
910,2003-10-03,the work and the story,comedy,103000,16137
918,1999-11-19,the world is not enough,action,135000000,126930660
927,2013-08-23,the worlds end,comedy,20000000,26004851
928,2005-12-07,the worlds fastest indian,drama,25000000,5128124
953,2008-12-17,the wrestler,drama,6000000,26238243
962,1956-12-23,the wrong man,thriller/suspense,1200000,2000000
4,1998-06-19,the x files: fight the future,action,66000000,83826398
5,2008-07-25,the x-files: i want to believe,action,35000000,20982478
23,2000-10-20,the yards,drama,20000000,882710
